0		0.000103282	0.00492729	4.59008e-08	1.14409e-05	9.17954e-05	1.67397e-06	3.80548e-05	8.44916e-05	0.00443133	2.83855e-07	6.49508e-06	5.34605e-06	0.000451405	
1		0.000103413	0.0049287	8.39246e-09	1.15395e-05	9.18654e-05	1.69501e-06	3.82911e-05	8.45323e-05	0.00443239	2.91686e-07	6.584e-06	5.34638e-06	0.000451437	
2		0.000103471	0.00492942	9.98146e-09	1.16108e-05	9.18499e-05	1.63429e-06	3.76048e-05	8.45855e-05	0.00443388	2.8358e-07	6.49345e-06	5.34654e-06	0.000451442	
3		0.000103455	0.00492936	9.01048e-09	1.16059e-05	9.18403e-05	1.62223e-06	3.74582e-05	8.4592e-05	0.00443401	2.79181e-07	6.44269e-06	5.34693e-06	0.000451454	
4		0.000103427	0.00492952	5.93201e-09	1.157e-05	9.18513e-05	1.63177e-06	3.75565e-05	8.45929e-05	0.00443403	2.79192e-07	6.44101e-06	5.34747e-06	0.000451491	
5		0.000103424	0.00493033	2.89958e-09	1.15434e-05	9.18778e-05	1.6322e-06	3.75516e-05	8.46176e-05	0.00443477	2.79155e-07	6.43825e-06	5.34886e-06	0.000451567	
6		0.000103438	0.00493115	2.29208e-09	1.15313e-05	9.19042e-05	1.62863e-06	3.75e-05	8.46473e-05	0.00443561	2.7883e-07	6.43303e-06	5.34939e-06	0.000451604	
7		0.000103461	0.00493194	2.76162e-09	1.15277e-05	9.19304e-05	1.62824e-06	3.74876e-05	8.46734e-05	0.00443639	2.78651e-07	6.42975e-06	5.35005e-06	0.000451635	
8		0.000103485	0.00493253	3.47689e-09	1.15312e-05	9.19507e-05	1.62829e-06	3.74803e-05	8.46927e-05	0.00443691	2.78612e-07	6.42955e-06	5.35109e-06	0.000451708	
9		0.00010352	0.00493322	3.77146e-09	1.1542e-05	9.19742e-05	1.62786e-06	3.747e-05	8.47165e-05	0.00443762	2.78693e-07	6.43114e-06	5.35112e-06	0.000451698	
10		0.000103554	0.0049337	3.61317e-09	1.15569e-05	9.19931e-05	1.62747e-06	3.74608e-05	8.47354e-05	0.0044381	2.78961e-07	6.43487e-06	5.35128e-06	0.000451707	
11		0.00010359	0.00493424	3.30214e-09	1.15709e-05	9.20155e-05	1.6273e-06	3.7454e-05	8.47569e-05	0.0044386	2.79343e-07	6.44021e-06	5.35198e-06	0.000451747	
12		0.000103621	0.00493481	3.16365e-09	1.15813e-05	9.20367e-05	1.6274e-06	3.74524e-05	8.47777e-05	0.00443917	2.79685e-07	6.44497e-06	5.35183e-06	0.000451739	
13		0.000103645	0.00493527	3.1279e-09	1.15887e-05	9.20529e-05	1.62734e-06	3.74495e-05	8.4793e-05	0.00443958	2.79957e-07	6.44892e-06	5.35269e-06	0.000451788	
14		0.000103677	0.00493606	3.05015e-09	1.15956e-05	9.20782e-05	1.62733e-06	3.74474e-05	8.48174e-05	0.00444034	2.80207e-07	6.45287e-06	5.35319e-06	0.000451817	
15		0.00010371	0.00493678	2.91402e-09	1.16041e-05	9.21028e-05	1.62723e-06	3.74429e-05	8.48419e-05	0.00444107	2.80466e-07	6.45696e-06	5.35319e-06	0.000451811	
16		0.000103739	0.00493723	2.86165e-09	1.16148e-05	9.2121e-05	1.62725e-06	3.74391e-05	8.48592e-05	0.00444148	2.80803e-07	6.46233e-06	5.35379e-06	0.000451844	
17		0.000103774	0.00493787	2.87544e-09	1.16271e-05	9.21444e-05	1.62719e-06	3.74326e-05	8.48818e-05	0.00444209	2.81087e-07	6.46702e-06	5.35432e-06	0.000451879	
18		0.000103806	0.00493835	2.8746e-09	1.16401e-05	9.21626e-05	1.62751e-06	3.74323e-05	8.48989e-05	0.00444253	2.81298e-07	6.47065e-06	5.35487e-06	0.000451919	
19		0.000103838	0.00493885	2.93153e-09	1.16534e-05	9.21812e-05	1.62796e-06	3.7434e-05	8.49162e-05	0.00444299	2.81535e-07	6.47491e-06	5.35553e-06	0.000451956	
20		0.000103875	0.00493957	2.91039e-09	1.16671e-05	9.22052e-05	1.62824e-06	3.7434e-05	8.49392e-05	0.00444367	2.8181e-07	6.47985e-06	5.35599e-06	0.000451986	
21		0.000103909	0.00494008	2.86843e-09	1.1681e-05	9.22253e-05	1.62858e-06	3.7435e-05	8.49582e-05	0.00444414	2.82087e-07	6.48475e-06	5.3564e-06	0.000452018	
22		0.00010394	0.00494048	2.78702e-09	1.1695e-05	9.22425e-05	1.62906e-06	3.74364e-05	8.4974e-05	0.00444451	2.8244e-07	6.49026e-06	5.35698e-06	0.000452051	
